datetime,A.DCE,AL.SHF,AP.CZC,BU.SHF,C.DCE,CF.CZC,CJ.CZC,CS.DCE,CU.SHF,EB.DCE,EG.DCE,FG.CZC,FU.SHF,HC.SHF,I.DCE,IC.CFE,IF.CFE,IH.CFE,J.DCE,JD.DCE,JM.DCE,L.DCE,LH.DCE,M.DCE,MA.CZC,NI.SHF,OI.CZC,P.DCE,PB.SHF,PF.CZC,PG.DCE,PK.CZC,PP.DCE,RB.SHF,RM.CZC,RU.SHF,SA.CZC,SF.CZC,SM.CZC,SN.SHF,SP.SHF,SR.CZC,SS.SHF,T.CFE,TA.CZC,TF.CFE,TS.CFE,UR.CZC,V.DCE,Y.DCE,ZC.CZC,ZN.SHF
2014-12-11,-0.0468772052961449,-0.007913233613981347,,0.28549533640332336,0.011748012457601393,0.06174790271005177,,,0.010128154371122543,,,0.13092504911501568,-0.842645937639415,0.02637683926100645,,,,,0.03811599479095242,-0.9991036054883421,-0.4048912892222874,0.0652594688645807,,0.12359485704077304,,,0.04352361364061164,-0.0064771705313548,-0.006508105019821122,,,,0.06457656192981089,0.04089060818333211,0.06224026354273482,-0.0545226118689241,,,,,,-0.023842142859386045,,,0.0038825601670977312,,,,0.026285919376798972,0.01551475802328107,,0.0016776436117796095
2014-12-12,-0.04679967410028312,-0.00795177532040682,,-0.3011422027015359,0.01124491973420394,0.061521564495267765,,,0.010187934976905684,,,0.13121053180668638,-0.8430850505510281,0.026674993826230124,,,,,0.03878056519873044,-0.9991036007449399,-0.40464182898932605,0.06612918237873687,,0.12389705308861698,,,0.0440403759277385,-0.006589223729795777,-0.0064747184494411995,,,,0.06634343924170262,0.04153918844818568,0.06014362281859698,-0.05501748600483922,,,,,,-0.024333022520440256,,,0.0038505603374067525,,,,0.028375953789385375,0.015521835475369092,,0.0017122001546198175
2014-12-15,-0.0466424421472765,-0.008005350783815656,,-0.1359474786240505,0.01092697501915116,0.060917194358391685,,,0.010220555981890074,,,0.1314937658894323,-0.8435780807649768,0.026977298429104988,,,,,0.03928550099526666,-0.9991035104881989,-0.40442122815014714,0.06665223423404888,,0.12387197212219239,,,0.04400088587217158,-0.006611529207934255,-0.0063986101657359405,,,,0.06775970991521121,0.0412093305859024,0.05894368073883621,-0.055896153165755025,,,,,,-0.024758898956744754,,,0.003744907527731264,,,,0.030813463909137185,0.01542926310775366,,0.0017826943718662347
2014-12-16,-0.04651288648751386,-0.008125212139868474,,-0.09933977763039566,0.010657833226673647,0.06038884573864249,,,0.010184448227923039,,,0.1317747778258426,-0.8441660973887436,0.02728447538745963,,,,,0.039775263696484396,-0.999103173555553,-0.40422059451274245,0.06667161804155691,,0.12326870070156418,,,0.043921477009717845,-0.00665782572283595,-0.006357659150887618,,,,0.06880115580953028,0.040431640240816864,0.05763297565604425,-0.0568861996844075,,,,,,-0.02532275680006486,,,0.0033663900306464037,,,,0.0334802301944114,0.015211603887753894,,0.0016972234405535898
2014-12-17,-0.045542884472833355,-0.008172390237848824,,-0.07877561630503117,0.010559777410106372,0.06002503779234863,,,0.010295429079538534,,,0.13205359366489786,-0.8450495089978728,0.027715388589370137,,,,,0.04037095037056105,-0.9991029844816389,-0.40397265288575174,0.06688740808700093,,0.12319668796885652,,,0.04399661834079073,-0.006565964760275248,-0.006252086973773275,,,,0.07003805953440614,0.04006727131383173,0.0570752052629273,-0.05706706078921089,,,,,,-0.025576924270370522,,,0.003306951324210287,,,,0.036612927500812374,0.015167845188717296,,0.0016775578129919115
2014-12-18,-0.04449367083651098,-0.008209142412760084,,-0.06741873103735226,0.010430734837485021,0.06007584269847142,,,0.01036201096843447,,,0.1323302390500199,-0.8460648865874747,0.028137457274392114,,,,,0.04111135561966885,-0.9991026131424461,-0.403678607529296,0.06731538375620132,,0.12312324819804885,,,0.04399264549609344,-0.006489307679964321,-0.00600808256062812,,,,0.07178915304349552,0.040526699900388284,0.05763053162468832,-0.057174358453820864,,,,,,-0.02577874522455918,,,0.0034408914377223316,,,,0.04056969472899417,0.01520324198923397,,0.0017505922131722921
2014-12-19,-0.043574225843746615,-0.008082302141592545,,-0.06197658158168009,0.010387987305057588,0.06028652707805524,,,0.010440002474596744,,,0.13260473922693453,-0.8471701916200092,0.028630257884175836,,,,,0.04172274759692812,-0.9991021633285596,-0.403410700395024,0.06768742191641086,,0.12312315149032857,,,0.04391919411834194,-0.0064586941040972795,-0.005731031395838782,,,,0.07358841018468978,0.041088760886411016,0.05822737188309262,-0.057100723745711277,,,,,,-0.02624811301291036,,,0.003274090179963174,,,,0.04537637922229024,0.015328799158983851,,0.002054776046315143
2014-12-22,-0.04275759467790513,-0.008122151819124295,,-0.056274723703396916,0.010814311024842739,0.06042802572980285,,,0.010358024908263864,,,0.1328771190513498,-0.8484450024283602,0.028956823096550524,,,,,0.0423190106786477,-0.9991016423564564,-0.40317050351379197,0.06810377810204873,,0.12306563835531517,,,0.04383109780541024,-0.006356252980315253,-0.005635889112326459,,,,0.07601047465240418,0.04116402968460909,0.05893740639784938,-0.057911225615500245,,,,,,-0.0266483270777462,,,0.00276932066340411,,,,0.054361150878487564,0.01546872300428559,,0.002028367429485468
2014-12-23,-0.042634819777574176,-0.00817797374205291,,-0.1112634833796563,0.011826155705529034,0.0604112355064459,,,0.010281571539433203,,,0.1331474029964601,-0.8496708117196015,0.029881406573231014,,,,,0.042916155017287655,-0.9991014353415857,-0.40277003498340946,0.06880226858891574,,0.12248840098718189,,,0.0433284415472055,-0.006197853408453319,-0.005446835444995433,,,,0.07959230613790394,0.04009138112861081,0.05985798264469032,-0.058235701742584925,,,,,,-0.02692438172763356,,,0.002002827962810211,,,,0.06473281761067476,0.01568325865465229,,0.0020632780191163747
2014-12-24,-0.042675185905182836,-0.00812619977251381,,-0.6310791538348355,0.012864374800107515,0.060248676102374395,,,0.01031828000991593,,,0.13341561516027595,-0.8509558148512453,0.03113099156044111,,,,,0.04396849579115768,-0.9991021108180409,-0.4022066059685707,0.07080932999022689,,0.12196745553333097,,,0.04260078662190397,-0.0062346528586521245,-0.005195076893835012,,,,0.08237072180546848,0.04070513518576971,0.06099506021582466,-0.05693262077191245,,,,,,-0.026780303847528372,,,0.0014897285475644314,,,,0.07643448205515259,0.015864215670127017,,0.0021724192158212702
2014-12-25,-0.04309237210842585,-0.008088844160706151,,-0.3874485077650895,0.013702502866731464,0.060063794085359404,,,0.010307159173041763,,,0.13356763453662462,-0.8523198412480721,0.03182301262909146,,,,,0.044721883193388115,-0.9991024466043912,-0.401774650430396,0.0720878778005324,,0.12178416261859377,,,0.042315085883141666,-0.0062507318389866074,-0.005018942627764197,,,,0.0858066305349929,0.04082151485188333,0.06290499527744688,-0.05643155561540693,,,,,,-0.026341198022539564,,,0.0009982088032559238,,,,0.0889467604763386,0.015996141935806094,,0.0023548411790253773
2014-12-26,-0.04370959617219816,-0.00805179321643389,,-0.8024697718002209,0.014403372360798208,0.05980569165611689,,,0.010282661902525213,,,0.1337183435057179,-0.8536108664393987,0.03256996649930408,,,,,0.04554924689824271,-0.9991026287938036,-0.4013431362665408,0.07381741398937257,,0.12161174859268552,,,0.041852295075365434,-0.006216329587086831,-0.004823175844837724,,,,0.08926540931122823,0.04128843217001366,0.06451803443743472,-0.054999989258444196,,,,,,-0.026387884841165277,,,0.0004786030914446303,,,,0.08840121221807659,0.01604620990302423,,0.002428637503035662
2014-12-29,-0.04453138198636615,-0.007970408440620105,,1.6660199613650128,0.014995993602502174,0.05992420239620922,,,0.010291843013657544,,,0.1338677589384119,-0.8546944471845035,0.03338038461813116,,,,,0.0463469077844607,-0.9991028864705908,-0.400973574298852,0.07600896372615018,,0.12167477432549169,,,0.04176247508922517,-0.006285809733047009,-0.004509803395034078,,,,0.09543658149273448,0.041860513345618994,0.06545813652318062,-0.05413299049311952,,,,,,-0.02667377020194829,,,-1.8430754236530075e-05,,,,0.08190220089473138,0.016032678340295897,,0.002494105508141753
2014-12-30,-0.04555155558973406,-0.00788154190608616,,0.44508907808565296,0.015391910931637658,0.0598163874145005,,,0.010292650231139669,,,0.1340158974171933,-0.85605916495693,0.033722483167181766,,,,,0.04708275660695452,-0.9991033762127247,-0.4006082271665948,0.0780483283997034,,0.12179731765525326,,,0.04154806153047805,-0.0064442868922907695,-0.004252407940990705,,,,0.1030629526400235,0.04118344748787487,0.0659905552892685,-0.05396728589815788,,,,,,-0.0267979047555806,,,-0.00044595040880660486,,,,0.07432365369911646,0.01602174202028747,,0.0025492362010980036
2014-12-31,-0.04661854036873225,-0.007836626886540897,,0.32678689501640484,0.015503839232740476,0.05935805894193955,,,0.010269692123214607,,,0.13416277524231793,-0.8581209561215101,0.03297963152958622,,,,,0.047184878067090735,-0.9991030190054322,-0.4004829896947085,0.08030249082158278,,0.12174673212741947,,,0.04134351370592596,-0.006611793096134471,-0.0038110062736422504,,,,0.11150407253193056,0.03829192739881025,0.06619169618386211,-0.05400806453099767,,,,,,-0.027136457199346584,,,-0.0008297616569363357,,,,0.06083335444915425,0.0160285060251474,,0.0026469488664566123
2015-01-05,-0.047759701708171294,-0.007757852815559307,,0.17996079752310082,0.015737135736719754,0.05892365374193861,,,0.010275651486300311,,,0.13418400281140183,-0.8597941830601035,0.03255274989910576,,,,,0.04741695923200245,-0.9991024448423871,-0.40030813747664384,0.08209443908809695,,0.12180735148280555,,,0.040967167685701265,-0.006680430403120984,-0.0038075417503433922,,,,0.12051850077623867,0.035932447107372714,0.06641850329316547,-0.053837266807561956,,,,,,-0.02760625433540677,,,-0.001234476111337378,,,,0.053347476222327675,0.01591525947242443,,0.002575001561211195
2015-01-06,-0.0488195876412487,-0.0077437159774314205,,0.1663056936498584,0.01606412211406076,0.05875240577079485,,,0.010365914890482834,,,0.13420498378374637,-0.8628479541878332,0.03228399910646836,,,,,0.047752800971569406,-0.9991029568646562,-0.4000540500075627,0.08441755515897006,,0.12192234554491627,,,0.040642139805277214,-0.006640621055093314,-0.0037959143946600924,,,,0.1337784044661408,0.03496591397861232,0.06699672825991743,-0.05337649823295226,,,,,,-0.0277156893691262,,,-0.0012059916592184977,,,,0.04933087740531057,0.01595857677402249,,0.002499092951782535
2015-01-07,-0.04979704622084568,-0.007635964636385482,,0.1554059997818743,0.0158485482990088,0.05858483168922318,,,0.010453821250461532,,,0.13422572243154005,-0.8675725561801355,0.03190902347742931,,,,,0.048068021091481075,-0.9991036010128076,-0.39991768989982407,0.08594914468365052,,0.12194238867564604,,,0.04031504223682145,-0.006717577619948939,-0.003666676566988409,,,,0.13809591870173862,0.03347003586281346,0.06735769485970983,-0.05284804390179068,,,,,,-0.027927630566366025,,,-0.001285942674551446,,,,0.04237440134683104,0.015912191800753817,,0.0025083049376515855
2015-01-08,-0.05089036621022895,-0.0073927547339006985,,0.12013787529063205,0.015430147314672045,0.058467946412857796,,,0.01056604783261372,,,0.13424622292885288,-0.8783823745108077,0.031580851903508234,,,,,0.04794851970222152,-0.9991042954551949,-0.39986538975689584,0.08561461637857787,,0.12175275800820372,,,0.040173789472869474,-0.006597888666037592,-0.003529127158667047,,,,0.13286879409007799,0.031897703352792225,0.06742000858270066,-0.05226797330078439,,,,,,-0.02796122129936927,,,-0.0015142189920404959,,,,0.038883470644924596,0.015983957608655813,,0.0025337979365027213
2015-01-09,-0.051942241406104005,-0.007398581044039697,,0.0988829764932053,0.014900366722386165,0.05826171208769381,,,0.010551438879612273,,,0.13426648935443602,-0.8917257346175369,0.03127664320602682,,,,,0.04743734527163971,-0.9991044810863272,-0.40019854677602285,0.08421098677099634,,0.1214975402048191,,,0.04017630459273711,-0.006538114441000318,-0.003472475013880988,,,,0.12068655952139828,0.029467983708542336,0.06715995063122067,-0.05223226827097277,,,,,,-0.028339737484222347,,,-0.001915856334500246,,,,0.03610310159300332,0.015966986323564858,,0.0024929179700501516
2015-01-12,-0.052758078035746475,-0.007412690810089994,,0.07000815444374359,0.014530867059130507,0.05817037214260208,,,0.01063182061685472,,,0.1342865256944296,-0.9141162388440583,0.03139187514292126,,,,,0.04713823902306671,-0.9991045660812498,-0.4004117495686658,0.08323742720725384,,0.12143266943445304,,,0.03985284733964774,-0.00651758086392672,-0.003364101359437393,,,,0.1133400295424403,0.027802924369430312,0.06705749800755752,-0.052054543548270445,,,,,,-0.028433519412363512,,,-0.0018588308740187473,,,,0.03562971859484804,0.015915035420545516,,0.0024287088198443794
2015-01-13,-0.05346875396108201,-0.007381219713271807,,0.050145353669429224,0.01414506208187779,0.05829359139934512,,,0.010831766772471848,,,0.13430633584497378,-0.9834184393778138,0.031653898272052644,,,,,0.047122714756619145,-0.9991047553615341,-0.40051045531166735,0.08225545736651363,,0.1213753176418197,,,0.03955772591028975,-0.006560018036123728,-0.003215107067316282,,,,0.10564028873096969,0.026448166750455106,0.06693589126638046,-0.05249408860071118,,,,,,-0.028741555264305958,,,-0.0017556789176790821,,,,0.035748366698532374,0.015837738948526935,,0.0024832320852294196
2015-01-14,-0.05395255030702286,-0.007421561787307403,,0.04214248612154589,0.013631021523577211,0.05854564656852132,,,0.011088998918404619,,,0.13432592361473644,-4.439377310445539,0.031750495585519324,,,,,0.04716791436828541,-0.999104726904885,-0.40056561502868054,0.08142102712576262,,0.12131505896804406,,,0.03936823106957113,-0.0066466014084609025,-0.0029439864388966083,,,,0.0997803050593473,0.025363136981902134,0.0673145542426806,-0.05195201818616564,,-0.026102847113821485,-0.014540097331621569,,,-0.028874877668459222,,,-0.0015518640550830091,,,,0.03660544631766514,0.015789997446664015,,0.0025825607820708523
2015-01-15,-0.054177750499220176,-0.007598429243446292,,0.03832936668616239,0.013215283298246248,0.058927713701056685,,,0.01114296031264954,,,0.1343452927273538,-0.6375612217643114,0.03204223214878088,,,,,0.04729286991629772,-0.9991044555017632,-0.4006324230420095,0.0805098914241724,,0.12173833238628937,,,0.03942623937046848,-0.006631529095099676,-0.0021763675339016007,,,,0.09589987828203968,0.02473965945934513,0.06841305152101315,-0.05180736565931798,,-0.027897654775344182,-0.014780881076165264,,,-0.02895695416748958,,,-0.0014054195573379737,,,,0.03760578627073008,0.015794265395436984,,0.0027331496533623775
2015-01-16,-0.05453155888513919,-0.007792894455397665,,0.03347049557321336,0.012925686439737419,0.059363259745885875,,,0.01121336990729438,,,0.13436444682378884,-0.6740340351890498,0.0322146827436981,,,,,0.04762284221388738,-0.9991046266950881,-0.40060443143511104,0.07922829150335982,,0.12208917197967349,,,0.03971352539872157,-0.006713595268326496,-0.002183776716370882,,,,0.09323515336308398,0.024268773597710784,0.06909676416912919,-0.052117320198662435,,-0.02975790922584508,-0.015037298131099198,,,-0.028978248453398664,,,-0.0013677549005577819,,,,0.03898558034849539,0.015737769258051454,,0.0027518681392341864
2015-01-19,-0.054847249536418785,-0.007981766797698747,,0.03134882326048872,0.012551525198007204,0.05952297599182349,,,0.011188739613406952,,,0.13444036839593795,-0.7251525297668006,0.03240177889842646,,,,,0.0478462958020921,-0.9991050162694056,-0.4005437148799863,0.07935679448381264,,0.12227011047575964,,,0.04038517428732704,-0.006728803853698757,-0.001980745524932434,,,,0.0913310622509217,0.02307194731815739,0.06960191368170457,-0.05218146685888493,,-0.03143547142665184,-0.01523541519858211,,,-0.02902003766461827,,,-0.0015322627324529739,,,,0.040325626581494786,0.015859117164050928,,0.002824888100153049
2015-01-20,-0.055148063522687765,-0.008165297792765957,,0.031680007619830294,0.012054677572107899,0.059451827845771646,,,0.011044036542569241,,,0.13451568023663782,-0.7492006767325965,0.03256316642500805,,,,,0.04807587895235388,-0.9991047755884269,-0.4005956945293202,0.07899156612712549,,0.12260403659359902,,,0.04098231469060531,-0.006634010985137992,-0.002219389381078418,,,,0.08883637877175143,0.02085808229253533,0.06999521920795508,-0.0528104895363046,,-0.033190125664058136,-0.015222728879170417,,,-0.02917530173623731,,,-0.0019301402107253626,,,,0.04110580082213318,0.016014579454737582,,0.0026194332532192546
2015-01-21,-0.05530849985266817,-0.008307311473846408,,0.02824620931718819,0.011729997386592191,0.05942704002550636,,,0.011048836735461516,,,0.13488409257541542,-0.7389082775198984,0.03276694246956731,,,,,0.04840705859327516,-0.9991045264792818,-0.40051147424941086,0.07930074720776625,,0.12310929768916284,,,0.041557402959503886,-0.006550607260742943,-0.0022415596161213637,,,,0.08907019115848493,0.01931470391227029,0.07052940603409678,-0.053054025615506185,,-0.035287516287422514,-0.015148471480379714,,,-0.02908156607099418,,,-0.001910044499895052,,,,0.04188120085328193,0.016126701807404612,,0.002649656738074521
2015-01-22,-0.055459568023980194,-0.008574649725022455,,0.026829410748464597,0.01143421975889379,0.059471998918150804,,,0.010920267031296808,,,0.13525104019934917,-0.6978116426173758,0.032597551980869714,,,,,0.04881492567775288,-0.999104101371496,-0.4004487117466137,0.07948505031892059,,0.12339415433961842,,,0.04191858378129458,-0.006634689190478835,-0.0023906167784525315,,,,0.08863415526200329,0.01739326081780863,0.07084001096671311,-0.05434685177941545,,-0.03742454208128977,-0.015012591628498259,,,-0.029005929695034773,,,-0.0022648654389330895,,,,0.04237522512094617,0.016162945776957576,,0.0025942232116751363
2015-01-23,-0.05554795134257839,-0.008747222819592717,,0.026156294549439508,0.011086601127265614,0.05936521207213067,,,0.01093510858237067,,,0.1356165318261172,-0.7023476782818243,0.032190321690664596,,,,,0.04937385746247088,-0.999103758061247,-0.40009723109051387,0.07977653505007627,,0.12343417433014339,,,0.0420465579953204,-0.0066482598794851975,-0.0025367801262303883,,,,0.08838482590664117,0.015420466759648007,0.07109099445429055,-0.05537590937079242,,-0.03994162993487291,-0.014788948721478791,,,-0.028990180541833343,,,-0.002398714057631928,,,,0.04193671422279573,0.016263172193326268,,0.002551571107737332
2015-01-26,-0.05558979300634687,-0.008887697019780778,,0.026771504221410475,0.010535301859792645,0.059242266005204415,,,0.010910311315074873,,,0.1359805761043517,-0.7004791462721749,0.03177531973763739,,,,,0.04998570733876655,-0.9991034590648463,-0.3997904059679623,0.07998483772030363,,0.12332094747066506,,,0.042202644838342414,-0.006664709937074082,-0.0026438057077164726,,,,0.08801654211139341,0.013570350213452749,0.07131979486097692,-0.056342433643674764,,-0.042688454077299695,-0.014553571920538522,,,-0.029025167465255464,,,-0.0026704161675839442,,,,0.03997411002747334,0.01635723572920843,,0.0025509244011574055
2015-01-27,-0.05551644160715649,-0.008985583643135361,,0.028911266540454568,0.009932300982450543,0.05938860997619727,,,0.010946634070397301,,,0.13634318161432507,-0.6851054427294258,0.03135926156692096,,,,,0.05067816755010238,-0.9991029942375242,-0.3994640720323981,0.08059952542565979,,0.12308290775939124,,,0.042675317857209606,-0.0065432160226746895,-0.002711209834568174,,,,0.08795372235296986,0.011983341494761698,0.07153020417569649,-0.05741528360325625,,-0.04512170997600106,-0.014339146906248754,,,-0.028742251494106415,,,-0.0028761416325758732,,,,0.03871746864214556,0.016592617464957642,,0.0025477802559106
2015-01-28,-0.05571991947069761,-0.009105373141266925,,0.03187989610308738,0.009466187410504003,0.059309940892309135,,,0.010770811467022553,,,0.13670435686862015,-0.6664128897053341,0.030641168374970083,,,,,0.05125352616826884,-0.9991029280853833,-0.3992774366118332,0.08092154376145212,,0.12277756421300459,,,0.043010993432077246,-0.006315758749816002,-0.0029045307053547757,,,,0.0873876401279286,0.010007513360845266,0.07150307000598057,-0.058507967478802,,-0.04760924943216701,-0.013925094619420975,,,-0.028635755968726088,,,-0.003260527715878757,,,,0.03693387251748763,0.016945588940057044,,0.002441333523741717
2015-01-29,-0.05589429923444749,-0.009176995713290897,,0.03368193019793685,0.009028003069860102,0.05908160508767749,,,0.010699297661337516,,,0.13706411031279947,-0.6307412606663584,0.029770601434749255,,,,,0.05181702303005517,-0.9991030174166802,-0.3991055513123186,0.08080877461490944,,0.1223462822608902,,,0.043266622645758354,-0.006194258801600984,-0.003351516821679295,,,,0.08597816005131435,0.007921766632125704,0.07131976608074937,-0.05897170481256013,,-0.042159874887376256,-0.01349210606338627,,,-0.02834270387056997,,,-0.0036793153807035076,,,,0.03564459031902492,0.017145789914696834,,0.002284764448562137
2015-01-30,-0.05589178346319332,-0.009272402325988383,,0.03458775960897505,0.008643759094607975,0.058852013847743294,,,0.010673562591478551,,,0.13742245032606126,-0.6464798127333861,0.029260650915621845,,,,,0.05241452982291201,-0.9991029088724106,-0.3989274435777223,0.08097982845961853,,0.12197651810736077,,,0.04366981753735688,-0.005963341095649738,-0.0034450357760004735,,,,0.08465862407816088,0.005931995915035447,0.07129798735803934,-0.059963259041712326,,-0.037603823718327524,-0.013074627268691246,,,-0.028054407257929893,,,-0.00402279445470989,,,,0.034540461523757886,0.01740644641557307,,0.0022407661255948634
2015-02-02,-0.05587193693827123,-0.009349244696476196,,0.03617199354301208,0.008225961143753681,0.05891354261190852,,,0.010748955360522096,,,0.13777938522189115,-0.551037310024218,0.028836199510565565,,,,,0.0530341357049174,-0.9991030926753091,-0.39880250674006057,0.08100714854835012,,0.12157112871265935,,,0.04367144445428892,-0.005890822112952835,-0.0034820856917249367,,,,0.08342916430795806,0.004432009785537475,0.07118605428358912,-0.060075241161371154,,-0.03548565560905591,-0.012699338201498557,,,-0.027677340687234812,,,-0.004019163721082067,,,,0.033417780335877195,0.017588992027334233,,0.0021720313990577235
2015-02-03,-0.05601540770314978,-0.00948708685967392,,0.035051566538048674,0.007973668442077106,0.05902107182482368,,,0.010769020780555472,,,0.138134923248706,0.007571539789030716,0.028406232010227562,,,,,0.05359867177401906,-0.9991031725127909,-0.39869146071581024,0.08113613869575123,,0.12123650368282368,,,0.043684884143487784,-0.0058857621956022845,-0.0034521788854552007,,,,0.08238882948068046,0.0032278033188198802,0.07120279338881307,-0.06089688417812646,,-0.03408431767193411,-0.012523799350108843,,,-0.027609653184981788,,,-0.003929021393378103,,,,0.03211268854852558,0.01768593604229558,,0.0021320127174197065
2015-02-04,-0.0563215163787146,-0.009714816052363752,,0.03540982772945877,0.007465294676507683,0.05906300443677279,,,0.010673222352774094,,,0.13834904476274143,-1.565946471626548,0.028018008467319697,,,,,0.05407705751166742,-0.999103442288971,-0.3986233310850821,0.08071572648236937,,0.12078200874323011,,,0.043605392140735416,-0.005919293708597553,-0.003516177767487946,,,,0.0803515275610846,0.0023725245832071813,0.0710243362404942,-0.06142992072487248,,-0.033125655305138675,-0.012257364327239185,,,-0.027630466647738383,,,-0.004490817812308368,,,,0.03055925725750048,0.017802396764690292,,0.001972887299779388
2015-02-05,-0.056558221725971955,-0.009825169888036112,,0.035508263572001826,0.006331639625666174,0.05892261403603392,,,0.010785203549042994,,,0.13856144954610716,-1.0485118045478588,0.027694943182259926,,,,,0.054277490124925325,-0.9991037823213275,-0.3985443303340589,0.0808215922335304,,0.1205305147676041,,,0.04382904121331124,-0.0058162848271253835,-0.0035049998178242722,,,,0.07918912591641322,0.0014998656735702707,0.07087252640747067,-0.06110046242976803,,-0.03220948427164731,-0.011881545532494537,,,-0.027555983267745287,,,-0.004142650886400042,,,,0.029270964546028136,0.018111138181835434,,0.0019051528142528455
2015-02-06,-0.056796454229936844,-0.009945045223207124,,0.034795415048094816,0.005322030607592382,0.059189465865758656,,,0.010739529979919397,,,0.1387721581623381,-0.9506759474950237,0.027397601016548038,,,,,0.054383539099105246,-0.9991041482320995,-0.3984625225036931,0.08096450551887902,,0.12053728384525163,,,0.04430678484731816,-0.005850995015023158,-0.0034876910204941908,,,,0.07853177782540878,0.0007759148968909108,0.07079133364581285,-0.06095976079307207,,-0.03166786211049019,-0.011403373174572143,,,-0.027341156999749636,,,-0.003978226086372422,,,,0.028451045377656366,0.018408989555751522,,0.0018169156964053781
2015-02-09,-0.05704301569700015,-0.010056309639880124,,0.033784974694516086,0.004196769529051407,0.05937231430031846,,,0.010648218160366792,,,0.13898119084785374,-0.9222777994426922,0.027069344556564245,,,,,0.05436482903405111,-0.9991044873439449,-0.3984191938494033,0.0806238899080561,,0.1203777423885851,,,0.04480660922582649,-0.005998800578669612,-0.003537652276709729,,,,0.07747525342732615,-0.0002801390558906302,0.07056495044097237,-0.06134835907021478,,-0.030945630059400236,-0.011212393113934203,,,-0.02729419882000099,,,-0.003862674202480471,,,,0.02762549283215488,0.018505083861518855,,0.0016653751406399044
2015-02-10,-0.05723070883622866,-0.010205822312253372,,0.032188305768348954,0.0029459406876145306,0.059291094371644405,,,0.01055482415536268,,,0.13918856751843592,-0.901232893382368,0.02675898775273631,,,,,0.054289532844705085,-0.9991049183363375,-0.39831983629900597,0.07985928943800787,,0.12024336961892358,,,0.04515958184261122,-0.006054778244549138,-0.003535200307898953,,,,0.07672331715348506,-0.0013910200746010727,0.07025994127460192,-0.061444497885167405,,-0.030474063993796895,-0.010882092930894361,,,-0.02723349706834066,,,-0.004065616808825512,,,,0.02681945281838922,0.018551706349686583,,0.001529956041044848
2015-02-11,-0.05731978981054907,-0.010275441585267315,,0.028871330616254683,0.001466527486877219,0.05924657453461979,,,0.010529020194949118,,,0.13896576793887458,-0.8853760959587051,0.026505272639459457,,,,,0.05423813750056584,-0.999105155318419,-0.39819729162132755,0.07922383901449206,,0.12031175237069106,,,0.0455095912906472,-0.006311855896422959,-0.003512108198137623,,,,0.07624429165326477,-0.002454007658179352,0.06991383394461209,-0.06180238381266023,,-0.030086613037465074,-0.010668408132485704,,,-0.02714713474752528,,,-0.004212011486146901,,,,0.026138160603450887,0.018399008882965744,,0.0014614900964886434
2015-02-12,-0.05741072086022283,-0.01032895455595951,,0.02695705737746542,-0.00012570885549228054,0.0593414342248806,,,0.01054827839156169,,,0.13874860768104222,-0.8765972553412773,0.026237088049486462,,,,,0.054195349200997306,-0.9991052635023393,-0.39808411946825645,0.07890203217406949,,0.1201563751914779,,,0.04590884497380999,-0.006380988705242375,-0.003419672741168385,,,,0.07605863729072485,-0.003136763311819459,0.06959208094489854,-0.062279228420488816,,-0.030198550059326323,-0.010507797621726286,,,-0.02722611558752857,,,-0.0042191644886514805,,,,0.025344843931167253,0.018457188634117095,,0.0014724687805237882
2015-02-13,-0.057531725487537586,-0.010458169569013345,,0.025779906407927433,-0.0009509601513673446,0.05892809756551192,,,0.010450022928906002,,,0.13853687531383865,-0.8717059925959821,0.025944875158676252,,,,,0.05450940063078208,-0.9991054140198159,-0.39782442827283077,0.07808450435554744,,0.11805515372927783,,,0.045845613359888356,-0.006060788364111395,-0.003260059836180034,,,,0.0758403569440607,-0.002217138299845747,0.06920881595937897,-0.0618118048004336,,-0.030461274246143935,-0.010435757087083313,,,-0.027265281790403908,,,-0.004513611802887347,,,,0.02501973958019716,0.01854571075810956,,0.0014152191322273227
2015-02-16,-0.05765732040519661,-0.010557785896652724,,0.024312662908488603,-0.0019501581778696257,0.05832348726480602,,,0.010293731610055038,,,0.13833036984508457,-0.8684455634051683,0.02557945935836003,,,,,0.054754664503743056,-0.9991054198161126,-0.39759897119198173,0.07683366668291343,,0.11556018011245181,,,0.04584970521218536,-0.0057652542964555355,-0.0032328245632229063,,,,0.07512595670606527,-0.001852302968562667,0.06843396317674973,-0.06218382087136874,,-0.030792281076371615,-0.010332639512811558,,,-0.027391182574005066,,,-0.004977064356569407,,,,0.02449389871138008,0.018483157070946412,,0.0013943209956267953
2015-02-17,-0.05766280703973156,-0.010590577806880774,,0.023517425697547376,-0.0031910542407495527,0.05768550858614324,,,0.010162296248702529,,,0.13812890008513337,-0.8659792136473907,0.025174629292427482,,,,,0.05501133750390731,-0.9991054742119535,-0.39739777314419805,0.07554439047428202,,0.11293087038901649,,,0.04586412060790154,-0.005490165580100241,-0.003162945005276266,,,,0.07449012184160773,-0.0014848117661001056,0.06730959563559517,-0.061828916508777615,,-0.030985062864580207,-0.010230626100485416,,,-0.02730178982697651,,,-0.0053730630278312685,,,,0.024151292190405196,0.018473626612533663,,0.0013959215739557359
